"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,5.45
"12p",0,0,0,0
"16p",0,0,0,13.38
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,2.54
"2q",0,0,0,3.53
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,0,0
"7q",0,0,9.3,10.57
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0.04,0,0,0
"14q",0.34,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0.5,0
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0.81,0,0,0
"Yq",0,0,0,0
"Xq",0.67,0,0,0
"1p",0.23,0,0,0
"2p",0.63,0,0.3,0
"3p",0.39,0,0.42,100
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0.32,0,0,6.04
"7p",100,0,0,0
"8p",99.61,0,0,0
"9p",0,0,0,82.95
"10p",0,0,0.75,0
"11p",0,0,0,0
"12p",0,0,0,99.63
"16p",0,0,0,7.43
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",100,0,1.16,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",2.05,0,0.34,0
"2q",18.76,0,5.67,0
"3q",0,0,0,100
"4q",0.39,0,0.17,0
"5q",0,0,0.24,0
"6q",0.14,0,0.37,0
"7q",100,0,0,0
"8q",99.53,0,0,0
"9q",0,0,0,96.12
"10q",0.27,0,0.05,3.18
"11q",0.33,0,0,0
"12q",0,0,0.51,0
"13q",1.16,0,0.29,0
"14q",0,0,0.37,0
"15q",0,0,0.08,0
"16q",0,0,0.6,0
"17q",0.48,0,0,0
"18q",0,0,0.5,0
"19q",0.95,0,0,0
"20q",100,0,0,0
"21q",0,0,100,0
"22q",1.11,0,0,10.22
"Yq",0,0,0,0
"Xq",0.26,0,0,0
"1p",0.23,0,0,0
"2p",0.63,0,0.3,0
"3p",0.39,0,0.42,100
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0.32,0,0,6.04
"7p",100,0,0,0
"8p",99.61,0,0,0
"9p",0,0,0,82.95
"10p",0,0,0.75,0
"11p",0,0,0,0
"12p",0,0,0,99.63
"16p",0,0,0,7.43
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",100,0,1.16,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",2.05,0,0.34,0
"2q",18.76,0,5.67,0
"3q",0,0,0,100
"4q",0.39,0,0.17,0
"5q",0,0,0.24,0
"6q",0.14,0,0.37,0
"7q",100,0,0,0
"8q",99.53,0,0,0
"9q",0,0,0,96.12
"10q",0.27,0,0.05,3.18
"11q",0.33,0,0,0
"12q",0,0,0.51,0
"13q",1.16,0,0.29,0
"14q",0,0,0.37,0
"15q",0,0,0.08,0
"16q",0,0,0.6,0
"17q",0.48,0,0,0
"18q",0,0,0.5,0
"19q",0.95,0,0,0
"20q",100,0,0,0
"21q",0,0,100,0
"22q",1.11,0,0,10.22
"Yq",0,0,0,0
"Xq",0.26,0,0,0
"1p",0,0,54.88,0
"2p",0.21,0,0,0
"3p",0,0,8.77,0
"4p",0,0,96.53,0
"5p",85.57,0,0,0
"6p",0,0,100,0
"7p",0,0,88.96,0
"8p",0,0,18.64,0
"9p",0,0,82.95,0
"10p",0,0,100,0
"11p",0,0,1.87,100
"12p",0,0,99.7,0
"16p",0,0,91.04,0
"17p",0,0,100,0
"18p",0,0,0,0
"19p",0,0,72.96,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,87.79,0
"2q",0,0,0,0
"3q",0,0,10.41,0
"4q",0,0,99.92,0
"5q",100,0,0,0
"6q",0,0,100,0
"7q",0,0,44.07,0
"8q",0,0,1.11,0
"9q",0,0,0.62,0
"10q",0,0,100,0
"11q",0,0,96.45,0
"12q",0,0,100,0
"13q",0,0,100,0
"14q",0,0,98.92,0
"15q",0,0,63.53,0
"16q",0,0,99.2,0
"17q",0.48,0,21.22,0
"18q",0.5,0,1.54,0
"19q",0,0,100,0
"20q",5.55,0,0.91,0
"21q",0.77,0,0,0
"22q",1.67,0,0,0
"Yq",32.14,0,0,0
"Xq",0,0,0.29,0
"1p",0,0,0,0
"2p",0.28,0,0,0
"3p",0,0,0.11,6.32
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",19.33,0,0,0
"9p",0,0,0.07,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,9.66
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0.26,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0.35,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0.76,3.76
"6q",0,0,0,0
"7q",0,0,0.09,0
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0.2,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,0.02,0
"14q",0,0,0.42,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",0.82,0,0,0
"20q",0,0,0,0
"21q",0.74,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
"1p",5.55,0,31.23,2.35
"2p",0.69,0,3.66,4.12
"3p",0.18,0,0.37,3.05
"4p",8.65,0,0,0
"5p",1.09,0,0,0
"6p",0,0,5.75,0
"7p",0,0,0.41,4.97
"8p",0.73,0,2.2,6.29
"9p",0,0,25.08,0
"10p",51.03,0,4.17,0
"11p",3.26,0,0.89,7.86
"12p",98.86,0,0.79,0
"16p",95.07,0,1.3,11.54
"17p",0,0,31.34,0
"18p",14.91,0,23.1,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",8.94,0,0.34,4.77
"1q",0,0,0.06,3.17
"2q",0.49,0,2.55,1.88
"3q",0,0,1.92,0
"4q",0,0,0.01,0
"5q",0.2,0,3.17,2.85
"6q",1.02,0,7.16,0
"7q",7.13,0,4.06,3.62
"8q",7.66,0,0.27,0
"9q",2.08,0,0.68,3.64
"10q",0.79,0,8.56,2.85
"11q",0.54,0,0.43,3.85
"12q",86.17,0,0.28,0
"13q",0,0,10.12,2.92
"14q",0.55,0,2.16,0
"15q",0.06,0,3.54,5.26
"16q",0,0,0,0
"17q",0.55,0,0.32,9.98
"18q",0,0,4.4,0
"19q",0,0,25.24,0
"20q",17.82,0,12.24,0
"21q",1.03,0,0.84,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",32,0,0.27,3.84
"1p",0,0,26.95,3.58
"2p",0.71,0,1.47,7.11
"3p",8.63,0,0.13,3.74
"4p",8.14,0,0,0
"5p",0.7,0,1.9,0
"6p",0,0,3.47,9.17
"7p",0.6,0,0.97,6.33
"8p",34.31,0,3.36,0
"9p",3.15,0,25.08,0
"10p",50.79,0,4.45,0
"11p",0.27,0,0.89,7.17
"12p",1.61,0,17.32,7.41
"16p",70.5,0,16.65,0
"17p",0,0,25.93,0
"18p",0,0,22.29,0
"19p",4.75,0,26.44,0
"20p",0,0,5.37,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0.24,0,11.33,4.54
"2q",0,0,2.37,3.99
"3q",1.03,0,0.44,2.69
"4q",0,0,4.2,2.83
"5q",0.64,0,4.02,3.03
"6q",0.93,0,7.37,4.2
"7q",6.89,0,5.5,2.89
"8q",7.87,0,0.24,4.03
"9q",3.21,0,1.05,7.81
"10q",6.81,0,6.5,0
"11q",0,0,1.75,3.27
"12q",7.22,0,2.36,0
"13q",0.68,0,10.47,3.99
"14q",3.89,0,0.73,4.8
"15q",3.84,0,2.96,7.85
"16q",43.17,0,6.82,0
"17q",2.4,0,11.63,0
"18q",2.1,0,4.61,5.25
"19q",0,0,28.82,0
"20q",1.11,0,13.66,0
"21q",6.24,0,6.47,0
"22q",0,0,10.99,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
"1p",0.12,0,0.13,3.12
"2p",0,0,0.31,4.13
"3p",0.12,0,0.05,0
"4p",11.03,0,0,0
"5p",0.89,0,0.1,0
"6p",0,0,4.79,8.82
"7p",0,0,0.16,0
"8p",0,0,0,0
"9p",0,0,29.93,0
"10p",0,0,4.13,0
"11p",2.46,0,0.74,5.3
"12p",1.27,0,0,0
"16p",74.82,0,1.71,9.51
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,1.2,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.59,0,0,0
"1q",0,0,11.71,0
"2q",0,0,0.08,2.61
"3q",0,0,0.26,0
"4q",0,0,0.01,0
"5q",0.15,0,3.2,3.37
"6q",0.47,0,7.37,4.98
"7q",0,0,0.14,0
"8q",13.67,0,0.01,2.67
"9q",6.65,0,0.2,0
"10q",0,0,0.09,6.59
"11q",0.24,0,0.81,0
"12q",0.62,0,0.39,0
"13q",0.19,0,0.75,0
"14q",0.17,0,2.34,0
"15q",0.92,0,2.4,0
"16q",0,0,0.94,0
"17q",0.8,0,1.5,5.42
"18q",0,0,0.27,0
"19q",0,0,0,0
"20q",3.99,0,0.3,0
"21q",1.63,0,0.92,0
"22q",1.77,0,7.44,0
"Yq",0,0,0,0
"Xq",2.59,0,0.16,4.97
"1p",0,0,0.35,0
"2p",0,0,0.27,0
"3p",0,0,0,0
"4p",0.18,0,0,0
"5p",0,0,0,0
"6p",0,0,0,7.25
"7p",0,0,0,0
"8p",20.1,0,0.6,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",99.7,0,0,0
"16p",0,0,0,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,1.85,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",0,0,0,2.58
"9q",0.33,0,0,0
"10q",0.16,0,0.44,0
"11q",0,0,0,0
"12q",100,0,0,0
"13q",0,0,0,0
"14q",0,0,0.75,0
"15q",0,0,3.59,0
"16q",2.6,0,0,0
"17q",0,0,0.32,0
"18q",0,0,0,0
"19q",1.71,0,0,0
"20q",0,0,0.24,0
"21q",0,0,0,0
"22q",0,0,0.52,0
"Yq",2.76,0,0,0
"Xq",0,0,0,0
"1p",0,0,0,0
"2p",0.02,0,0.04,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0.28,0,2.45,0
"7p",0,0,1.29,0
"8p",0,0,0,0
"9p",0,0,0.09,0
"10p",0,0,0,0
"11p",0,0,0.15,0
"12p",0,0,0,0
"16p",0,0,5.33,9.66
"17p",0,0,8.72,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0.25,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0.01,0
"2q",0,0,0.1,1.96
"3q",0,0,0,0
"4q",0.18,0,0,0
"5q",0,0,1.52,2.08
"6q",0,0,0,0
"7q",7.42,0,0,3.68
"8q",0,0,0.36,0
"9q",0.12,0,0,0
"10q",0.1,0,4.97,0
"11q",0.02,0,5.14,0
"12q",0.54,0,0.33,0
"13q",0,0,21.74,0
"14q",0.11,0,0.35,0
"15q",0.12,0,1.36,0
"16q",0,0,1.12,0
"17q",2.83,0,2.69,0
"18q",0,0,0.07,0
"19q",0,0,0,0
"20q",0.49,0,0,0
"21q",0,0,0,0
"22q",0.41,0,0.13,0
"Yq",0,0,0,0
"Xq",0,0,0,0
"1p",2.45,0,0,0
"2p",17.42,0,2.63,0
"3p",0,0,0,0
"4p",1.83,0,1.49,0
"5p",3.27,0,0,0
"6p",0.41,0,1.76,14
"7p",3.68,0,0,0
"8p",0.83,0,0,0
"9p",0.61,0,0,0
"10p",0,0,6.43,0
"11p",12.43,0,0,5.67
"12p",1.13,0,0,0
"16p",9.59,0,17.78,9.59
"17p",0.23,0,12.32,0
"18p",0,0,0,0
"19p",8.68,0,47.53,0
"20p",0.82,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0.3,0,0,0
"2q",3.32,0,0,0
"3q",2.38,0,0,0
"4q",0,0,0.34,0
"5q",4.09,0,0,2.53
"6q",0,0,25.28,0
"7q",4.29,0,7,2.64
"8q",7.99,0,0.11,0
"9q",10.16,0,0,0
"10q",9.44,0,0,0
"11q",6.28,0,0.04,0
"12q",0.05,0,0,0
"13q",8.96,0,3.11,0
"14q",7.09,0,0.52,0
"15q",0.33,0,0,0
"16q",0,0,0,0
"17q",2.45,0,7.13,0
"18q",5.49,0,0,0
"19q",0,0,47.75,0
"20q",11.98,0,0,0
"21q",1.15,0,0,0
"22q",5.71,0,0.91,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
"1p",5.38,0,0.81,2.55
"2p",0,0,0.36,0
"3p",1.08,0,0.42,3.36
"4p",0.58,0,0,10.95
"5p",0,0,0,0
"6p",0,0,1.88,0
"7p",0,0,0.18,0
"8p",0.54,0,0.14,0
"9p",0,0,0.11,7.55
"10p",0,0,42.17,0
"11p",0.57,0,1.19,0
"12p",0,0,0,0
"16p",0.74,0,0,9.5
"17p",0,0,0,0
"18p",21.42,0,78.54,0
"19p",0,0,2.5,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",45.01,0,1.31,10.14
"2q",0,0,0.67,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0.16,0,1.53,0
"6q",0,0,0.23,0
"7q",0,0,0,0
"8q",0,0,0.01,5.46
"9q",9.99,0,0,0
"10q",0.32,0,1.19,5.48
"11q",0.22,0,0,0
"12q",0.11,0,0.34,0
"13q",0.29,0,0.02,0
"14q",0.32,0,1.1,0
"15q",1.61,0,0.17,0
"16q",0,0,0.82,0
"17q",0.4,0,1.56,0
"18q",99.99,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",1.64,0,0,0
"22q",17.7,0,2.66,0
"Yq",0,0,0,0
"Xq",80.82,0,0,0
"1p",2.4,0,6.85,4.59
"2p",0.29,0,3.43,4.63
"3p",13.07,0,1.73,5.67
"4p",1.73,0,0,0
"5p",0,0,0,0
"6p",1.17,0,3.45,0
"7p",0,0,0.19,5.48
"8p",3.11,0,3.49,0
"9p",0,0,20.24,34.1
"10p",0,0,19.72,0
"11p",0,0,0.2,6.86
"12p",5.64,0,9.51,0
"16p",15.75,0,0.2,12.05
"17p",0,0,69.82,0
"18p",17.52,0,13.93,0
"19p",4.19,0,1.91,0
"20p",1.07,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.61,0,0,0
"1q",1.03,0,11.53,3.1
"2q",2.19,0,2.77,0
"3q",0.43,0,0.26,3.01
"4q",0,0,0.2,2.27
"5q",0.46,0,0.76,2.64
"6q",0,0,2.35,2.37
"7q",0.14,0,2.18,4.37
"8q",3.28,0,0.03,3.28
"9q",6.52,0,0,4.38
"10q",0.38,0,7.96,0
"11q",0.36,0,17.3,0
"12q",8.49,0,2.86,0
"13q",0.31,0,10.04,0
"14q",0,0,0.77,3.4
"15q",0.71,0,9.38,4.86
"16q",0,0,0.58,0
"17q",2.45,0,0.14,0
"18q",0.85,0,2.84,0
"19q",7.08,0,26.52,0
"20q",0.8,0,11.64,0
"21q",3.67,0,2.36,0
"22q",8.56,0,5.78,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
"1p",2.27,0,0,0
"2p",0,0,2.96,4.55
"3p",19.71,0,0.41,5.62
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0.47,11.07
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0.35,33.58
"10p",1.09,0,0.23,0
"11p",0,0,0,0
"12p",7.22,0,10.88,0
"16p",0,0,0,11.71
"17p",0,0,0,0
"18p",13.98,0,0,0
"19p",0.45,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.61,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,3.19
"4q",0,0,0,0
"5q",0,0,0,2.67
"6q",0,0,0.24,0
"7q",0.23,0,0.37,0
"8q",0,0,0,2.68
"9q",0,0,0,0
"10q",0.09,0,6.22,0
"11q",0.44,0,17.3,18.04
"12q",0.56,0,0.32,0
"13q",0.39,0,3.86,0
"14q",0.34,0,1.34,0
"15q",0.32,0,8.2,0
"16q",0,0,0,0
"17q",24.19,0,0,0
"18q",15.49,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0.78,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
"1p",0,0,83.11,0
"2p",0,0,0,0
"3p",0,0,91.12,0
"4p",0,0,100,0
"5p",97.96,0,0,0
"6p",1.32,0,0,0
"7p",0,0,0,0
"8p",5.13,0,0,0
"9p",0,0,64.92,0
"10p",0,0,100,0
"11p",0,0,0,0
"12p",0,0,99.7,0
"16p",0,0,5.78,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0.36,0,0.76,0
"20p",32.6,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0.76,0,0.73,0
"2q",0,0,0,2.53
"3q",0,0,26.24,0
"4q",0,0,99.92,0
"5q",0,0,41.57,2.2
"6q",0,0,0,0
"7q",0,0,1.42,0
"8q",23.51,0,1.37,4.49
"9q",1.39,0,0,0
"10q",0,0,100,0
"11q",0,0,25.41,3.36
"12q",0,0,100,0
"13q",0,0,1.09,2.72
"14q",2.36,0,0,0
"15q",6.82,0,5.58,0
"16q",0,0,0.46,0
"17q",0.48,0,0,0
"18q",0.79,0,47.83,0
"19q",7.01,0,0,0
"20q",6.86,0,0,0
"21q",0,0,1.52,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",2.52,0,0,0
"1p",49.69,0,16.79,0
"2p",79.18,0,0,0
"3p",16.7,0,19.74,0
"4p",100,0,0,0
"5p",99.94,0,0,0
"6p",27.35,0,0,0
"7p",40.97,0,0,10.71
"8p",32.23,0,67.4,0
"9p",27.55,0,0,0
"10p",0,0,0.25,0
"11p",0,0,35.21,0
"12p",28.73,0,70.9,0
"16p",18.42,0,1.16,11.05
"17p",0,0,0,99.89
"18p",0,0,45.78,0
"19p",82.1,0,17.84,0
"20p",85,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,11.25
"1q",98.33,0,0,2.47
"2q",25.2,0,22.48,1.71
"3q",22.3,0,3.84,13.74
"4q",35.67,0,11.22,0
"5q",17.33,0,56.51,0
"6q",5.17,0,2.95,33.55
"7q",67.67,0,0,0
"8q",27.42,0,0.26,0
"9q",58.95,0,40.99,0
"10q",13.12,0,34.82,2.87
"11q",0,0,16.96,0
"12q",100,0,0,0
"13q",22.41,0,77.2,0
"14q",33.32,0,39.38,0
"15q",0,0,24.44,0
"16q",0,0,100,0
"17q",76.76,0,0,27.66
"18q",12.63,0,17.86,31.16
"19q",55.71,0,5.03,0
"20q",100,0,0,0
"21q",63.04,0,0,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",94.67,0,0,3.88
"1p",75.17,0,0,0
"2p",88.1,0,0,3.68
"3p",40.88,0,18.57,0
"4p",81.14,0,0,0
"5p",97.38,0,0,0
"6p",34.87,0,0,0
"7p",100,0,0,0
"8p",0,0,99.66,0
"9p",0,0,95.1,0
"10p",70.28,0,0,70.22
"11p",81.05,0,18.9,8.47
"12p",30.83,0,36.55,0
"16p",3.04,0,0,0
"17p",2.01,0,92.89,0
"18p",9.52,0,75.78,0
"19p",53.12,0,0.39,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",73.32,0,0,0
"1q",1.85,0,0,0
"2q",46.78,0,0,0
"3q",52.34,0,0,2.49
"4q",74.82,0,1.81,74.89
"5q",100,0,0,0
"6q",100,0,0,0
"7q",75.97,0,0,0
"8q",71.47,0,7.38,0
"9q",19.68,0,17.3,0
"10q",5.94,0,24.85,0
"11q",61.51,0,0,0
"12q",38.46,0,61.52,0
"13q",0,0,69.96,0
"14q",49.52,0,23.36,0
"15q",78.19,0,0,0
"16q",4.31,0,78.45,0
"17q",9.46,0,26.98,5.77
"18q",38.07,0,0,4.44
"19q",79.72,0,0,0
"20q",100,0,0,0
"21q",20.02,0,0,0
"22q",1.8,0,61.77,37.86
"Yq",0,0,0,0
"Xq",51.95,0,0.41,0
"1p",0,0,99.93,0
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,48.6,0
"10p",0,0,0,0
"11p",0,0,98.42,0
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",98.02,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,51.53,3.2
"5q",0,0,0.24,0
"6q",0,0,0,2.32
"7q",0,0,0.26,0
"8q",0,0,0,0
"9q",0,0,79.52,14.24
"10q",0,0,0,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0,0,98.92,0
"15q",0,0,99.79,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0.67,0,0,0
"21q",0,0,0,0
"22q",0.5,0,0.12,0
"Yq",0,0,0,0
"Xq",0,0,0.33,0
"1p",0,0,99.93,0
"2p",100,0,0,0
"3p",0.35,0,0,100
"4p",0,0,0,100
"5p",99.94,0,0,0
"6p",97.62,0,0,0
"7p",9.74,0,1.1,0
"8p",0,0,1.15,81.47
"9p",0,0,0,0
"10p",100,0,0,0
"11p",0,0,0,100
"12p",99.7,0,0,36.58
"16p",0,0,0,100
"17p",0,0,17.75,99.89
"18p",0,0,100,99.9
"19p",100,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",4.27,0,0,0
"1q",99.17,0,0,0
"2q",100,0,0,0
"3q",0,0,0.24,100
"4q",0,0,0,99.92
"5q",100,0,0,4.55
"6q",0,0,0,100
"7q",0,0,0.25,8.75
"8q",0,0,0.54,100
